0.016667 0.016667 0.666667 20 20
20
 0.0  0.0
 2.0  0.7  1 
 1.0  0.9  0 
 9.7  0.1  0 
 4.4  2.9  0 
 4.7  2.5  0 
 0.2  1.6  0 
 0.3  2.9  0 
 1.3  0.8  0 
 5.2  1.3  0 
 4.7  3.7  0 
 2.3  0.7  1 
 1.4  0.7  0 
 0.7  1.8  1 
 10.8  3.5  0 
 1.5  5.6  0 
 10.5  2.5  0 
 2.4  2.7  0 
 0.7  3.4  0 
 2.8  0.7  0 
 6.2  3.7  0 
 0.0  0.0
0 0 0.0
0 1 6.432604125331093
0 2 4.624642521417777
0 3 23.50524142580782
0 4 17.48704842411529
0 5 17.39266106791779
0 6 4.28801353364383
0 7 7.562639603007392
0 8 4.957044540583396
0 9 15.68848809698828
0 10 20.10614660111526
0 11 7.289555157276335
0 12 5.061876824368658
0 13 6.078011527769283
0 14 34.20144806295001
0 15 16.93224753136789
0 16 31.20925945540399
0 17 12.22378121960155
0 18 9.799441084274237
0 19 8.39984240310743
0 20 23.84733640428727
0 21 0.0
1 0 6.432604125331093
1 1 0.0
1 2 3.057246646748871
1 3 19.95263730047673
1 4 11.0544442987842
1 5 10.9600569425867
1 6 6.464590591687264
1 7 9.195243728338486
1 8 2.115559584747698
1 9 9.255883971657193
1 10 13.67354247578416
1 11 1.016951031945242
1 12 1.530727300962435
1 13 5.63459259756181
1 14 27.76884393761891
1 15 12.80485165669898
1 16 24.7766553300729
1 17 5.791177094270459
1 18 9.593163041056854
1 19 2.127238277776337
1 20 17.41473227895617
1 21 6.432604125331093
2 0 4.624642521417777
2 1 3.057246646748871
2 2 0.0
2 3 22.8498839472256
2 4 12.86240590269751
2 5 12.76801854650001
2 6 3.567343944938393
2 7 6.297997081589616
2 8 1.292402019165618
2 9 11.06384557557051
2 10 15.48150407969748
2 11 3.914197678694113
2 12 1.686519345786436
2 13 2.737345950812939
2 14 29.57680554153223
2 15 12.30760500995011
2 16 26.58461693398622
2 17 7.599138698183776
2 18 6.695916394307983
2 19 5.024484924525208
2 20 19.22269388286949
2 21 4.624642521417777
3 0 23.50524142580782
3 1 19.95263730047673
3 2 22.8498839472256
3 3 0.0
3 4 19.45819300169252
3 5 17.63258035789002
3 6 26.41722789216399
3 7 29.14788102881521
3 8 21.90819688522442
3 9 13.57675332881953
3 10 20.67909482469256
3 11 19.09568626853148
3 12 21.32336460143916
3 13 25.58722989803853
3 14 10.69620663714219
3 15 32.75748895717571
3 16 7.704018029596176
3 17 23.76146020620626
3 18 29.54580034153358
3 19 17.98508382891525
3 20 16.93790502152055
3 21 23.50524142580782
4 0 17.48704842411529
4 1 11.0544442987842
4 2 12.86240590269751
4 3 19.45819300169252
4 4 0.0
4 5 1.825612643802498
4 6 13.19903489047146
4 7 10.4044088211079
4 8 12.5300038835319
4 9 5.881439672872991
4 10 2.619098176999963
4 11 10.19749326683896
4 12 12.42517159974664
4 13 11.40903689634601
4 14 16.71439963883472
4 15 13.29929595548318
4 16 15.6422110312887
4 17 5.423267204513741
4 18 10.08760733984105
4 19 9.087206021007862
4 20 6.360287980171973
4 21 17.48704842411529
5 0 17.39266106791779
5 1 10.9600569425867
5 2 12.76801854650001
5 3 17.63258035789002
5 4 1.825612643802498
5 5 0.0
5 6 13.10464753427396
5 7 11.51530067092519
5 8 12.43561652733439
5 9 4.055827029070493
5 10 3.098807669033047
5 11 10.10310591064146
5 12 12.33078424354913
5 13 11.31464954014851
5 14 16.80878699503222
5 15 15.12490859928568
5 16 14.6165983874862
5 17 6.128879848316239
5 18 11.91321998364355
5 19 8.992818664810361
5 20 6.454675336369474
5 21 17.39266106791779
6 0 4.28801353364383
6 1 6.464590591687264
6 2 3.567343944938393
6 3 26.41722789216399
6 4 13.19903489047146
6 5 13.10464753427396
6 6 0.0
6 7 3.434626069363563
6 8 4.509031006939566
6 9 12.84047456334445
6 10 15.81813306747142
6 11 7.321541623632506
6 12 5.093863290724828
6 13 1.789997994125454
6 14 29.91343452930618
6 15 12.64423399772406
6 16 26.92124592176016
6 17 7.935767685957723
6 18 5.511427550630408
6 19 8.432144063248739
6 20 19.55932287064343
6 21 4.28801353364383
7 0 7.562639603007392
7 1 9.195243728338486
7 2 6.297997081589616
7 3 29.14788102881521
7 4 10.4044088211079
7 5 11.51530067092519
7 6 3.434626069363563
7 7 0.0
7 8 7.239684143590789
7 9 15.57112769999568
7 10 12.54350699810786
7 11 10.05219476028373
7 12 7.824516427376051
7 13 3.560651130776677
7 14 26.63880845994261
7 15 9.369607928360498
7 16 25.33189905841138
7 17 5.546420822608948
7 18 2.236801481266845
7 19 11.16279719989996
7 20 16.28469680127987
7 21 7.562639603007392
8 0 4.957044540583396
8 1 2.115559584747698
8 2 1.292402019165618
8 3 21.90819688522442
8 4 12.5300038835319
8 5 12.43561652733439
8 6 4.509031006939566
8 7 7.239684143590789
8 8 0.0
8 9 10.73144355640489
8 10 15.14910206053186
8 11 2.97251061669294
8 12 0.7448322837852627
8 13 3.679033012814112
8 14 29.24440352236661
8 15 11.97520299078449
8 16 26.2522149148206
8 17 7.266736679018158
8 18 7.637603456309156
8 19 4.082797862524035
8 20 18.89029186370387
8 21 4.957044540583396
9 0 15.68848809698828
9 1 9.255883971657193
9 2 11.06384557557051
9 3 13.57675332881953
9 4 5.881439672872991
9 5 4.055827029070493
9 6 12.84047456334445
9 7 15.57112769999568
9 8 10.73144355640489
9 9 0.0
9 10 7.10234149587303
9 11 8.39893293971195
9 12 10.62661127261963
9 13 12.010476569219
9 14 18.51295996596172
9 15 19.18073562835617
9 16 15.52077135841571
9 17 10.18470687738673
9 18 15.96904701271404
9 19 7.288645693880856
9 20 8.158848307298982
9 21 15.68848809698828
10 0 20.10614660111526
10 1 13.67354247578416
10 2 15.48150407969748
10 3 20.67909482469256
10 4 2.619098176999963
10 5 3.098807669033047
10 6 15.81813306747142
10 7 12.54350699810786
10 8 15.14910206053186
10 9 7.10234149587303
10 10 0.0
10 11 12.81659144383892
10 12 15.0442697767466
10 13 14.02813507334597
10 14 15.05530146183475
10 15 12.07839413248315
10 16 16.86311285428874
10 17 7.882365381513702
10 18 10.30670551684102
10 19 11.70630419800782
10 20 3.901189803172011
10 21 20.10614660111526
11 0 7.289555157276335
11 1 1.016951031945242
11 2 3.914197678694113
11 3 19.09568626853148
11 4 10.19749326683896
11 5 10.10310591064146
11 6 7.321541623632506
11 7 10.05219476028373
11 8 2.97251061669294
11 9 8.39893293971195
11 10 12.81659144383892
11 11 0.0
11 12 2.387678332907677
11 13 6.491543629507052
11 14 26.91189290567367
11 15 13.66180268864422
11 16 23.91970429812766
11 17 4.953336376877888
11 18 10.4501140730021
11 19 1.270287245831095
11 20 16.55778124701093
11 21 7.289555157276335
12 0 5.061876824368658
12 1 1.530727300962435
12 2 1.686519345786436
12 3 21.32336460143916
12 4 12.42517159974664
12 5 12.33078424354913
12 6 5.093863290724828
12 7 7.824516427376051
12 8 0.7448322837852627
12 9 10.62661127261963
12 10 15.0442697767466
12 11 2.387678332907677
12 12 0.0
12 13 4.263865296599374
12 14 29.13957123858135
12 15 12.23412435573655
12 16 26.14738263103533
12 17 7.161904395232894
12 18 8.22243574009442
12 19 3.497965578738772
12 20 18.78545957991861
12 21 5.061876824368658
13 0 6.078011527769283
13 1 5.63459259756181
13 2 2.737345950812939
13 3 25.58722989803853
13 4 11.40903689634601
13 5 11.31464954014851
13 6 1.789997994125454
13 7 3.560651130776677
13 8 3.679033012814112
13 9 12.010476569219
13 10 14.02813507334597
13 11 6.491543629507052
13 12 4.263865296599374
13 13 0.0
13 14 28.12343653518072
13 15 10.85423600359861
13 16 25.13124792763471
13 17 6.145769691832268
13 18 4.037452612043523
13 19 7.602146069123285
13 20 17.76932487651798
13 21 6.078011527769283
14 0 34.20144806295001
14 1 27.76884393761891
14 2 29.57680554153223
14 3 10.69620663714219
14 4 16.71439963883472
14 5 16.80878699503222
14 6 29.91343452930618
14 7 26.63880845994261
14 8 29.24440352236661
14 9 18.51295996596172
14 10 15.05530146183475
14 11 26.91189290567367
14 12 29.13957123858135
14 13 28.12343653518072
14 14 0.0
14 15 27.1336955943179
14 16 2.992188607546015
14 17 21.97766684334845
14 18 24.72200697867577
14 19 25.80160565984258
14 20 11.31411165866274
14 21 34.20144806295001
15 0 16.93224753136789
15 1 12.80485165669898
15 2 12.30760500995011
15 3 32.75748895717571
15 4 13.29929595548318
15 5 15.12490859928568
15 6 12.64423399772406
15 7 9.369607928360498
15 8 11.97520299078449
15 9 19.18073562835617
15 10 12.07839413248315
15 11 13.66180268864422
15 12 12.23412435573655
15 13 10.85423600359861
15 14 27.1336955943179
15 15 0.0
15 16 28.94150698677188
15 17 8.996028750969444
15 18 7.132806447093652
15 19 14.77240512826046
15 20 15.81958393565516
15 21 16.93224753136789
16 0 31.20925945540399
16 1 24.7766553300729
16 2 26.58461693398622
16 3 7.704018029596176
16 4 15.6422110312887
16 5 14.6165983874862
16 6 26.92124592176016
16 7 25.33189905841138
16 8 26.2522149148206
16 9 15.52077135841571
16 10 16.86311285428874
16 11 23.91970429812766
16 12 26.14738263103533
16 13 25.13124792763471
16 14 2.992188607546015
16 15 28.94150698677188
16 16 0.0
16 17 19.94547823580244
16 18 25.72981837112976
