0.016667 0.016667 0.666667 20 20
20
 0.0  0.0
 9.1  1.1  0 
 1.6  3.1  1 
 1.6  1.8  0 
 0.5  2.9  0 
 2.0  1.8  0 
 5.1  1.5  0 
 3.1  3.6  0 
 0.5  2.4  0 
 3.0  0.5  0 
 12.3  0.2  0 
 1.4  5.7  1 
 1.8  0.1  0 
 0.6  3.0  0 
 0.0  0.1  0 
 1.4  4.7  0 
 5.5  2.3  0 
 5.5  3.5  0 
 2.6  0.6  1 
 3.1  4.0  1 
 1.7  9.9  0 
 0.0  0.0
0 0 0.0
0 1 24.53668692250574
0 2 11.37314093349473
0 3 8.27517519030138
0 4 8.272233819846889
0 5 9.124514340554155
0 6 15.7565258924106
0 7 16.02671008512521
0 8 6.86172916127394
0 9 8.498467743421998
0 10 30.09057936935091
0 11 17.15039875918958
0 12 4.4714066747305
0 13 8.728704344913192
0 14 0.3306387333775831
0 15 14.73600726916381
0 16 18.72146602031743
0 17 21.56948230843078
0 18 7.646193982039278
0 19 17.06705555859021
0 20 27.87224046233666
0 21 0.0
1 0 24.53668692250574
1 1 0.0
1 2 22.94982785600047
1 3 19.62151173220436
1 4 24.90445310265885
1 5 18.7812012630599
1 6 10.70016103009514
1 7 20.40339700763095
1 8 23.9149577612318
1 9 16.03821917908375
1 10 9.873892446845174
1 11 29.68708568169532
1 12 20.06528024777524
1 13 25.10539126741893
1 14 24.20604818912816
1 15 27.27269419166956
1 16 11.57522090218831
1 17 14.48720461407496
1 18 16.89049294046647
1 19 21.44374248109596
1 20 38.9689273848424
1 21 24.53668692250574
2 0 11.37314093349473
2 1 22.94982785600047
2 2 0.0
2 3 3.417965743193347
2 4 3.10090711364784
2 5 4.168626592940572
2 6 12.24966682590533
2 7 4.653569151630481
2 8 4.511411772220789
2 9 9.791608676916727
2 10 32.82372030284564
2 11 7.057257825694847
2 12 7.684547608225228
2 13 2.821845278407922
2 14 11.04250220011714
2 15 4.642866335669088
2 16 11.37460695381216
2 17 10.19634137493605
2 18 8.459334915534006
2 19 5.693914625095482
2 20 16.49909952884193
2 21 11.37314093349473
3 0 8.27517519030138
3 1 19.62151173220436
3 2 3.417965743193347
3 3 0.0
3 4 5.282941370454491
3 5 1.489339150252775
3 6 8.92135070210922
3 7 7.751534894823827
3 8 4.293446029027441
3 9 6.463292553120616
3 10 29.49540417904954
3 11 10.1552235688882
3 12 4.356231484429118
3 13 5.483879535214574
3 14 7.944536456923798
3 15 7.740832078862436
3 16 10.44629083001605
3 17 13.2943071181294
3 18 5.131018791737897
3 19 8.79188036828883
3 20 19.59706527203527
3 21 8.27517519030138
4 0 8.272233819846889
4 1 24.90445310265885
4 2 3.10090711364784
4 3 5.282941370454491
4 4 0.0
4 5 6.123251839598953
4 6 14.20429207256371
4 7 7.754476265278321
4 8 1.98603701887917
4 9 11.74623392357511
4 10 34.77834554950402
4 11 8.878164939342687
4 12 9.639172854883608
4 13 0.7764705250663029
4 14 7.941595086469306
4 15 6.463773449316927
4 16 13.32923220047054
4 17 13.29724848858389
4 18 10.41396016219239
4 19 8.794821738743321
