0.016667 0.016667 0.666667 20 20
20
 0.0  0.0
 3.9  0.7  0 
 22.4  2.6  0 
 10.7  4.9  0 
 2.8  8.3  0 
 3.9  5.3  0 
 1.4  0.6  0 
 9.0  1.4  1 
 12.4  1.6  0 
 13.3  3.0  0 
 9.3  4.3  0 
 13.9  4.6  0 
 20.2  0.6  0 
 0.4  5.3  0 
 5.1  14.2  0 
 12.0  4.2  1 
 12.3  5.9  0 
 1.5  6.7  0 
 23.2  3.9  0 
 3.9  0.3  0 
 7.4  7.1  0 
 0.0  0.0
0 0 0.0
0 1 10.92830616707202
0 2 60.00654136890824
0 3 37.45825968333791
0 4 26.69293252906759
0 5 22.14239491054018
0 6 4.890549498164469
0 7 24.94952806803151
0 8 33.55179578664312
0 9 39.17325149842461
0 10 32.66106943111381
0 11 44.40221397086112
0 12 49.85497935564345
0 13 13.65566471179166
0 14 46.22977395080294
0 15 38.81807089953434
0 16 43.58282310940805
0 17 19.71735912940128
0 18 64.99661033891357
0 19 10.14489609616202
0 20 34.68512527677455
0 21 0.0
1 0 10.92830616707202
1 1 0.0
1 2 49.07823520183622
1 3 26.52995351626589
1 4 20.82123869613962
1 5 11.69408874346816
1 6 6.037756668907556
1 7 14.02122190095948
1 8 22.6234896195711
1 9 28.2449453313526
1 10 21.73276326404179
1 11 33.4739078037891
1 12 39.40667318857143
1 13 19.30397087886368
1 14 35.30146778373092
1 15 27.88976473246232
1 16 32.65451694233602
1 17 20.0856652964733
1 18 54.06830417184155
1 19 1.486797736765953
1 20 23.75681910970253
1 21 10.92830616707202
2 0 60.00654136890824
2 1 49.07823520183622
2 2 0.0
2 3 33.58828168557033
2 4 60.77947389797584
2 5 50.94893627944843
2 6 55.11599187074378
2 7 35.05701330087673
2 8 26.45474558226513
2 9 22.75328987048363
2 10 35.50547193779443
2 11 25.20432739804713
2 12 10.1515620132648
2 13 59.26220608069991
2 14 69.27631531971119
2 15 28.8684704693739
2 16 32.2637182595002
2 17 60.04390049830952
2 18 4.990068970005322
2 19 49.86164527274622
2 20 46.92141609213369
2 21 60.00654136890824
3 0 37.45825968333791
3 1 26.52995351626589
3 2 33.58828168557033
3 3 0.0
3 4 27.19119221240551
3 5 17.3606545938781
3 6 32.56771018517345
3 7 12.5087316153064
3 8 11.93353610330521
3 9 10.83499181508671
3 10 4.7971902522241
3 11 8.383954287523206
3 12 33.03671967230554
3 13 25.67392439512957
3 14 35.68803363414087
3 15 4.719811216196432
3 16 6.124563426070132
3 17 26.45561881273919
3 18 32.33835065557565
3 19 27.31336358717589
3 20 13.33313440656336
3 21 37.45825968333791
4 0 26.69293252906759
4 1 20.82123869613962
4 2 60.77947389797584
4 3 27.19119221240551
4 4 0.0
4 5 9.83053761852741
4 6 21.80238303090313
4 7 31.48246059709911
4 8 39.12472831571072
4 9 38.02618402749221
4 10 25.27400196018141
4 11 35.57514649992871
4 12 60.22791188471103
4 13 13.03726781727593
4 14 19.53684142173535
4 15 31.91100342860194
4 16 28.51575563847564
4 17 6.975573399666317
4 18 59.52954286798116
4 19 21.82803643290557
4 20 13.85805780584215
4 21 26.69293252906759
5 0 22.14239491054018
5 1 11.69408874346816
5 2 50.94893627944843
5 3 17.3606545938781
5 4 9.83053761852741
5 5 0.0
5 6 17.25184541237571
5 7 21.65192297857169
5 8 29.2941906971833
5 9 28.1956464089648
5 10 15.443464341654
5 11 25.7446088814013
5 12 50.39737426618364
5 13 8.521940377668157
5 14 24.08737904026276
5 15 22.08046581007453
5 16 21.44042819886786
5 17 9.094964218861094
5 18 49.69900524945376
5 19 12.47749881437816
5 20 12.54273036623437
5 21 22.14239491054018
6 0 4.890549498164469
6 1 6.037756668907556
6 2 55.11599187074378
6 3 32.56771018517345
6 4 21.80238303090313
6 5 17.25184541237571
6 6 0.0
6 7 20.05897856986704
6 8 28.66124628847865
6 9 34.28270200026015
6 10 27.77051993294934
6 11 39.51166447269664
6 12 45.28442985747898
6 13 13.56511521362719
6 14 41.33922445263848
6 15 33.92752140136987
6 16 38.69227361124358
6 17 15.14680963123681
6 18 60.1060608407491
6 19 6.745653402002446
6 20 29.79457577861008
6 21 4.890549498164469
7 0 24.94952806803151
7 1 14.02122190095948
7 2 35.05701330087673
7 3 12.5087316153064
7 4 31.48246059709911
7 5 21.65192297857169
7 6 20.05897856986704
7 7 0.0
7 8 8.92226771861161
7 9 14.22372343039311
7 10 7.711541363082306
7 11 19.45268590282961
7 12 28.74545128761194
7 13 29.96519277982317
7 14 39.97930201883445
7 15 13.86854283150284
7 16 18.63329504137654
7 17 30.74688719743279
7 18 40.04708227088206
7 19 14.80463197186949
7 20 17.62440279125695
7 21 24.94952806803151
8 0 33.55179578664312
8 1 22.6234896195711
8 2 26.45474558226513
8 3 11.93353610330521
8 4 39.12472831571072
8 5 29.2941906971833
8 6 28.66124628847865
8 7 8.92226771861161
8 8 0.0
8 9 5.6214557117815
