0.016667 0.016667 0.666667 20 20
20
 7.2  7.2
 4.8  0.8  0 
 4.0  3.6  0 
 2.5  5.5  1 
 2.5  4.3  0 
 3.2  13.1  0 
 6.1  2.5  0 
 4.5  2.4  0 
 8.2  1.5  0 
 10.6  3.0  0 
 12.9  3.0  0 
 0.5  5.4  0 
 3.2  13.1  0 
 6.9  2.5  0 
 2.9  0.5  0 
 3.7  11.4  0 
 0.8  7.0  0 
 3.5  3.4  0 
 3.4  10.7  0 
 3.9  13.3  1 
 0.3  9.7  0 
 7.2  7.2
0 0 0.0
0 1 20.82553210351883
0 2 16.01271353114902
0 3 15.01022139726007
0 4 18.08070258983704
0 5 23.7579096294603
0 6 13.59472865218291
0 7 17.64927221776443
0 8 16.00599622522908
0 9 18.35694907999013
0 10 23.80164301596136
0 11 20.15640660328428
0 12 23.71892785656188
0 13 11.82367098885815
0 14 26.0829484592912
0 15 18.47234082056611
0 16 15.66452511687952
0 17 17.6957396316814
0 18 17.42101481628463
0 19 22.52424331867642
0 20 22.48559978361324
0 21 0.0
1 0 20.82553210351883
1 1 0.0
1 2 8.62718142763019
1 3 16.97108896400377
1 4 13.9006077714268
1 5 33.4157987583328
1 6 7.23080345133592
1 7 4.503740114245598
1 8 9.708107096356578
1 9 19.25905995111763
1 10 24.70375388708885
1 11 21.42490375797956
1 12 33.37681698543438
1 13 9.00186111466069
1 14 5.257416355772361
1 15 28.13022994943861
1 16 24.59899301336069
1 17 9.350207528162567
1 18 27.07890394515713
1 19 32.18213244754892
1 20 32.14348891248574
1 21 20.82553210351883
2 0 16.01271353114902
2 1 8.62718142763019
2 2 0.0
2 3 8.343907536373576
2 4 5.273426343796605
2 5 24.78861733070262
2 6 7.697984878966109
2 7 4.123441313384592
2 8 14.97528852398677
2 9 17.32624137874782
2 10 22.77093531471904
2 11 12.79772233034937
2 12 24.7496355578042
2 13 9.469042542290879
2 14 10.07023492814217
2 15 19.50304852180843
2 16 15.9718115857305
2 17 2.003026100532378
2 18 18.45172251752694
2 19 23.55495101991874
2 20 23.51630748485555
2 21 16.01271353114902
3 0 15.01022139726007
3 1 16.97108896400377
3 2 8.343907536373576
3 3 0.0
3 4 3.870481192576971
3 5 19.80470979432904
3 6 16.04189241533969
3 7 12.46734884975817
3 8 23.31919606036034
3 9 25.67014891512139
3 10 31.11484285109262
3 11 5.480214464238323
3 12 19.76572802143061
3 13 17.81295007866446
3 14 13.1536726082314
3 15 16.91914098543485
3 16 7.627904049356924
3 17 7.620881435841198
3 18 14.42781498115336
3 19 21.93104348354516
3 20 15.17239994848197
3 21 15.01022139726007
4 0 18.08070258983704
4 1 13.9006077714268
4 2 5.273426343796605
4 3 3.870481192576971
4 4 0.0
4 5 22.87519098690601
4 6 12.97141122276271
4 7 9.396867657181197
4 8 20.24871486778337
4 9 22.59966772254442
4 10 28.04436165851565
4 11 7.524295986552764
4 12 22.83620921400759
4 13 14.74246888608748
4 14 10.08319141565443
4 15 19.98962217801182
4 16 10.6983852419339
4 17 4.550400243264226
4 18 17.49829617373033
4 19 25.00152467612213
4 20 18.24288114105894
4 21 18.08070258983704
5 0 23.7579096294603
5 1 33.4157987583328
5 2 24.78861733070262
5 3 19.80470979432904
5 4 22.87519098690601
