0.016667 0.016667 0.666667 20 20
20
 0.0  0.0
 2.0  0.4  0 
 6.1  7.6  0 
 0.8  3.5  1 
 5.9  20.2  0 
 0.9  2.9  0 
 23.6  5.1  0 
 13.9  2.4  0 
 9.5  4.3  0 
 2.5  19.8  0 
 9.7  2.0  0 
 9.0  3.0  1 
 1.4  13.7  0 
 1.3  9.4  0 
 7.3  11.4  0 
 19.6  7.3  1 
 8.5  2.6  0 
 7.0  4.0  0 
 5.0  7.1  1 
 19.5  4.5  0 
 0.7  5.3  0 
 0.0  0.0
0 0 0.0
0 1 5.656322838176129
0 2 32.96405515664428
0 3 10.25216477349709
0 4 62.58954413317382
0 5 9.033022649826645
0 6 68.87216754311312
0 7 39.01087306209066
0 8 33.12663313486713
0 9 53.40395874164498
0 10 28.11535058744903
0 11 28.84373524605474
0 12 36.28463895326548
0 13 25.6389295022423
0 14 44.79910578925989
0 15 64.59278071446357
0 16 26.6450233732436
0 17 26.31302592837488
0 18 29.08875189475998
0 19 57.52070903158105
0 20 14.28006237263122
0 21 0.0
1 0 5.656322838176129
1 1 0.0
1 2 27.30773231846815
1 3 10.35584193532096
1 4 56.93322129499768
1 5 8.656699811650517
1 6 63.21584470493698
1 7 33.35455022391454
1 8 27.470310296691
1 9 47.74763590346885
1 10 22.45902774927291
1 11 23.18741240787861
1 12 33.50831611508935
1 13 23.34260666406617
1 14 39.14278295108377
1 15 58.93645787628744
1 16 20.98870053506748
1 17 20.65670309019875
1 18 23.43242905658386
1 19 51.86438619340493
1 20 15.10361478919265
1 21 5.656322838176129
2 0 32.96405515664428
2 1 27.30773231846815
2 2 0.0
2 3 22.71189038314719
2 4 30.58548897652953
2 5 23.93103250681763
2 6 48.07622269975739
2 7 31.17492821873494
2 8 16.17068829151141
2 9 37.7199035850007
2 10 22.19940574409332
2 11 18.12779040269902
2 12 25.8805837966212
2 13 15.71487434559802
2 14 11.83505063261562
2 15 33.23683587110785
2 16 17.84907852988789
2 17 10.9710292282694
2 18 3.875303261884293
2 19 39.60476418822533
2 20 18.68399278401306
2 21 32.96405515664428
3 0 10.25216477349709
3 1 10.35584193532096
3 2 22.71189038314719
3 3 0.0
3 4 52.33737935967673
3 5 2.179142123670444
3 6 58.62000276961602
3 7 33.90303783558775
3 8 22.87446836137003
3 9 43.15179396814789
3 10 24.92751536094612
3 11 20.85590001955183
3 12 26.03247417976839
3 13 15.38676472874521
3 14 34.5469410157628
3 15 54.34061594096647
3 16 20.5771881467407
3 17 16.06086115487779
3 18 18.8365871212629
3 19 47.26854425808396
3 20 4.74777285387169
3 21 10.25216477349709
4 0 62.58954413317382
4 1 56.93322129499768
4 2 30.58548897652953
4 3 52.33737935967673
4 4 0.0
4 5 53.55652148334716
4 6 78.66171167628694
4 7 61.76041719526448
4 8 46.75617726804094
4 9 9.185585391528836
4 10 52.78489472062284
4 11 48.71327937922855
4 12 26.30490517990834
4 13 36.95061463093152
4 14 24.51043834391392
4 15 63.82232484763739
4 16 48.43456750641742
4 17 41.55651820479893
4 18 33.50079223841383
4 19 70.19025316475485
4 20 48.30948176054259
4 21 62.58954413317382
5 0 9.033022649826645
5 1 8.656699811650517
5 2 23.93103250681763
5 3 2.179142123670444
5 4 53.55652148334716
5 5 0.0
5 6 59.83914489328647
5 7 32.2038957119173
5 8 24.09361048504048
5 9 44.37093609181833
5 10 23.22837323727568
5 11 19.8107125962281
5 12 27.25161630343883
5 13 16.60590685241566
5 14 35.76608313943325
5 15 55.55975806463692
5 16 18.87804602307025
5 17 17.28000327854823
5 18 20.05572924493334
5 19 48.4876863817544
5 20 6.446914977542134
5 21 9.033022649826645
6 0 68.87216754311312
6 1 63.21584470493698
6 2 48.07622269975739
6 3 58.62000276961602
6 4 78.66171167628694
6 5 59.83914489328647
6 6 0.0
6 7 29.86129448102245
6 8 35.74553440824599
6 9 85.7961262847581
6 10 40.75681695566409
6 11 40.02843229705837
6 12 73.95680649637859
6 13 63.79109704535541
6 14 54.15127333237301
6 15 14.83938682864954
6 16 42.2271441698695
6 17 42.55914161473823
6 18 49.38341564835313
6 19 11.35145851153207
6 20 55.71210517048189
6 21 68.87216754311312
7 0 39.01087306209066
7 1 33.35455022391454
7 2 31.17492821873494
7 3 33.90303783558775
7 4 61.76041719526448
7 5 32.2038957119173
7 6 29.86129448102245
7 7 0.0
7 8 15.00423992722354
7 9 68.89483180373564
7 10 10.89552247464163
7 11 13.04713781603592
7 12 57.05551201535613
7 13 46.88980256433295
7 14 37.24997885135055
7 15 25.58190765237291
7 16 13.64584968884705
7 17 20.20389899046554
7 18 32.48212116733067
7 19 18.50983596949039
7 20 38.65081068945944
7 21 39.01087306209066
8 0 33.12663313486713
8 1 27.470310296691
8 2 16.17068829151141
8 3 22.87446836137003
8 4 46.75617726804094
8 5 24.09361048504048
8 6 35.74553440824599
8 7 15.00423992722354
8 8 0.0
8 9 53.8905918765121
8 10 6.028717452581907
8 11 4.282897888812385
8 12 42.05127208813261
8 13 31.88556263710942
8 14 22.24573892412702
8 15 31.46614757959644
8 16 6.481609761623519
8 17 6.813607206492244
8 18 17.47788124010714
8 19 24.39407589671392
8 20 23.64657076223591
8 21 33.12663313486713
9 0 53.40395874164498
9 1 47.74763590346885
9 2 37.7199035850007
9 3 43.15179396814789
9 4 9.185585391528836
9 5 44.37093609181833
9 6 85.7961262847581
9 7 68.89483180373564
9 8 53.8905918765121
9 9 0.0
9 10 59.91930932909401
9 11 55.84769398769971
9 12 17.1193197883795
9 13 27.76502923940268
9 14 31.64485295238508
9 15 70.95673945610855
9 16 55.56898211488858
9 17 48.69093281327009
9 18 36.41271063640497
9 19 77.32466777322601
9 20 39.12389636901376
9 21 53.40395874164498
10 0 28.11535058744903
10 1 22.45902774927291
10 2 22.19940574409332
10 3 24.92751536094612
10 4 52.78489472062284
10 5 23.22837323727568
10 6 40.75681695566409
10 7 10.89552247464163
10 8 6.028717452581907
10 9 59.91930932909401
10 10 0.0
10 11 4.071615341394293
10 12 48.07998954071451
10 13 37.91428008969133
10 14 28.27445637670893
10 15 36.47743012701454
10 16 4.350327214205428
10 17 11.22837651582392
10 18 23.50659869268905
10 19 29.40535844413201
10 20 29.67528821481781
10 21 28.11535058744903
11 0 28.84373524605474
11 1 23.18741240787861
11 2 18.12779040269902
11 3 20.85590001955183
11 4 48.71327937922855
11 5 19.8107125962281
11 6 40.02843229705837
11 7 13.04713781603592
11 8 4.282897888812385
11 9 55.84769398769971
11 10 4.071615341394293
11 11 0.0
11 12 44.00837419932022
11 13 33.84266474829705
11 14 24.20284103531463
11 15 35.74904546840883
11 16 2.198711872811134
11 17 7.156761174429623
11 18 19.43498335129475
11 19 28.67697378552631
11 20 25.60367287342352
11 21 28.84373524605474
12 0 36.28463895326548
12 1 33.50831611508935
12 2 25.8805837966212
12 3 26.03247417976839
12 4 26.30490517990834
12 5 27.25161630343883
12 6 73.95680649637859
12 7 57.05551201535613
12 8 42.05127208813261
12 9 17.1193197883795
12 10 48.07998954071451
12 11 44.00837419932022
12 12 0.0
12 13 10.64570945102318
12 14 19.80553316400558
12 15 59.11741966772905
12 16 43.72966232650909
