0.016667 0.016667 0.666667 20 20
20
 0.0  0.0
 0.5  4.2  0 
 15.7  3.9  0 
 2.8  5.1  1 
 3.5  16.0  1 
 4.2  15.8  0 
 14.2  3.2  0 
 1.8  16.2  1 
 8.3  1.7  0 
 1.8  4.0  0 
 0.0  1.5  0 
 13.2  4.9  0 
 13.2  5.2  0 
 4.0  8.3  0 
 4.5  5.2  0 
 4.9  3.9  0 
 1.0  1.2  1 
 5.1  3.0  0 
 3.4  0.1  0 
 4.8  2.6  0 
 11.0  2.4  0 
 0.0  0.0
0 0 0.0
0 1 11.33326870822018
0 2 46.9535420963814
0 3 19.07534708892524
0 4 46.79107208786501
0 5 47.97930629203258
0 6 41.68870000541615
0 7 43.17882741987075
0 8 24.01417291816428
0 9 14.03233497541594
0 10 3.69036301766643
0 11 43.53227018731917
0 12 44.19372161293703
0 13 29.47551759042467
0 14 23.24057915384308
0 15 21.20035074267799
0 16 5.353349331040382
0 17 19.43968245610767
0 18 8.287899857329577
0 19 17.86196519465552
0 20 32.19082896698375
0 21 0.0
1 0 11.33326870822018
1 1 0.0
1 2 37.16681080460158
1 3 7.742078380705061
1 4 35.45780337964482
1 5 36.64603758381239
1 6 35.26196871363633
1 7 31.84555871165057
1 8 24.78744162638446
1 9 3.76560368363612
1 10 7.642905690553752
1 11 32.19900147909899
1 12 32.86045290471684
1 13 18.14224888220449
1 14 11.9073104456229
1 15 11.41361945089818
1 16 8.379919377179798
1 17 13.97295116432786
1 18 16.74116856554976
1 19 14.3152339028757
1 20 29.60409767520393
1 21 11.33326870822018
2 0 46.9535420963814
2 1 37.16681080460158
2 2 0.0
2 3 33.63819500745615
2 4 58.22461418424641
2 5 56.05284838841396
2 6 5.264842090965249
2 7 62.77236951625214
2 8 22.93936917821712
2 9 33.40120712096546
2 10 43.26317907871497
2 11 8.221271909062226
2 12 8.999820483444369
2 13 38.50905968680607
2 14 29.95296294253832
2 15 26.2331913537034
2 16 41.60019276534101
2 17 27.51385964027372
2 18 38.66564223905183
2 19 29.09157690172588
2 20 14.76271312939765
2 21 46.9535420963814
3 0 19.07534708892524
3 1 7.742078380705061
3 2 33.63819500745615
3 3 0.0
3 4 27.71572499893976
3 5 28.90395920310733
3 6 31.7333529164909
3 7 29.13417450879599
3 8 21.25882582923904
3 9 5.043012113509304
3 10 15.38498407125881
3 11 25.41692309839392
3 12 25.59837452401179
3 13 10.40017050149943
3 14 4.645232064917838
3 15 7.885003653752748
3 16 13.72199775788486
3 17 10.44433536718243
3 18 13.21255276840433
3 19 10.78661810573027
3 20 26.0754818780585
3 21 19.07534708892524
4 0 46.79107208786501
4 1 35.45780337964482
4 2 58.22461418424641
4 3 27.71572499893976
4 4 0.0
4 5 2.189621620102419
4 6 56.31977209328116
4 7 4.547755332005741
4 8 45.84524500602929
4 9 32.75873711244907
4 10 43.10070907019858
4 11 50.00334227518418
4 12 49.22479370080204
4 13 19.71555449744033
4 14 28.27165124170809
4 15 32.471422830543
4 16 41.43772275682462
4 17 35.03075454397268
4 18 38.59897194519458
4 19 35.37303728252053
4 20 50.66190105484876
4 21 46.79107208786501
5 0 47.97930629203258
5 1 36.64603758381239
5 2 56.05284838841396
5 3 28.90395920310733
5 4 2.189621620102419
5 5 0.0
5 6 54.14800629744872
5 7 6.719521127838178
5 8 43.67347921019685
5 9 33.94697131661663
5 10 44.28894327436614
5 11 47.83157647935175
5 12 47.0530279049696
5 13 18.5037887016079
5 14 26.09988544587565
5 15 30.29965703471056
5 16 42.62595696099219
5 17 32.85898874814025
5 18 39.69140643470299
5 19 33.20127148668809
5 20 48.49013525901632
5 21 47.97930629203258
6 0 41.68870000541615
6 1 35.26196871363633
6 2 5.264842090965249
6 3 31.7333529164909
6 4 56.31977209328116
6 5 54.14800629744872
6 6 0.0
6 7 60.8675274252869
6 8 17.67452708725187
6 9 31.49636503000021
6 10 37.99833698774972
6 11 6.316429818096975
6 12 7.094978392479117
6 13 36.60421759584082
6 14 28.04812085157307
6 15 23.84834926273816
6 16 36.33535067437577
6 17 22.24901754930847
6 18 33.40080014808657
6 19 23.82673481076063
6 20 9.497871038432399
6 21 41.68870000541615
7 0 43.17882741987075
7 1 31.84555871165057
7 2 62.77236951625214
7 3 29.13417450879599
7 4 4.547755332005741
7 5 6.719521127838178
7 6 60.8675274252869
7 7 0.0
7 8 50.39300033803503
7 9 30.01116239528669
7 10 39.48846440220432
7 11 54.55109760718992
7 12 53.77254903280778
7 13 24.26330982944607
7 14 32.81940657371383
7 15 37.01917816254874
7 16 37.82547808883037
7 17 39.57850987597842
7 18 42.34672727720032
7 19 39.92079261452627
7 20 55.20965638685449
7 21 43.17882741987075
8 0 24.01417291816428
8 1 24.78744162638446
8 2 22.93936917821712
8 3 21.25882582923904
8 4 45.84524500602929
8 5 43.67347921019685
8 6 17.67452708725187
8 7 50.39300033803503
8 8 0.0
8 9 21.02183794274834
8 10 20.32380990049785
8 11 19.51809726915489
8 12 20.17954869477275
8 13 26.12969050858895
8 14 17.5735937643212
8 15 13.37382217548629
8 16 18.6608235871239
8 17 10.81449046205661
8 18 15.7262730608347
8 19 10.47220772350876
8 20 8.176656048819469
8 21 24.01417291816428
9 0 14.03233497541594
9 1 3.76560368363612
9 2 33.40120712096546
9 3 5.043012113509304
9 4 32.75873711244907
9 5 33.94697131661663
9 6 31.49636503000021
9 7 30.01116239528669
9 8 21.02183794274834
9 9 0.0
9 10 10.34197195774951
9 11 29.49993521190324
9 12 30.16138663752109
9 13 15.44318261500873
9 14 9.208244178427144
9 15 7.648015767262054
9 16 8.678985644375556
9 17 10.20734748069174
9 18 12.97556488191364
9 19 10.54963021923958
9 20 25.83849399156781
9 21 14.03233497541594
10 0 3.69036301766643
10 1 7.642905690553752
10 2 43.26317907871497
10 3 15.38498407125881
10 4 43.10070907019858
10 5 44.28894327436614
10 6 37.99833698774972
10 7 39.48846440220432
10 8 20.32380990049785
10 9 10.34197195774951
10 10 0.0
10 11 39.84190716965274
10 12 40.5033585952706
10 13 25.78515457275824
10 14 19.55021613617665
10 15 17.50998772501156
10 16 2.956287651293187
10 17 15.74931943844124
10 18 11.31753683966315
10 19 14.17160217698909
10 20 28.50046594931732
10 21 3.69036301766643
11 0 43.53227018731917
11 1 32.19900147909899
11 2 8.221271909062226
11 3 25.41692309839392
11 4 50.00334227518418
11 5 47.83157647935175
11 6 6.316429818096975
11 7 54.55109760718992
11 8 19.51809726915489
11 9 29.49993521190324
11 10 39.84190716965274
11 11 0.0
11 12 1.234008199743797
11 13 30.28778777774384
11 14 21.73169103347609
11 15 22.33191944464118
11 16 38.17892085627879
11 17 24.0925877312115
11 18 35.24437032998959
11 19 25.67030499266366
11 20 11.34144122033542
11 21 43.53227018731917
12 0 44.19372161293703
12 1 32.86045290471684
12 2 8.999820483444369
12 3 25.59837452401179
12 4 49.22479370080204
12 5 47.0530279049696
12 6 7.094978392479117
12 7 53.77254903280778
12 8 20.17954869477275
12 9 30.16138663752109
12 10 40.5033585952706
12 11 1.234008199743797
12 12 0.0
12 13 29.5092392033617
12 14 21.59314245909395
12 15 22.99337087025904
12 16 38.84037228189665
12 17 24.75403915682935
12 18 35.90582175560746
12 19 26.33175641828151
12 20 12.00289264595328
12 21 44.19372161293703
13 0 29.47551759042467
13 1 18.14224888220449
13 2 38.50905968680607
13 3 10.40017050149943
13 4 19.71555449744033
13 5 18.5037887016079
13 6 36.60421759584082
13 7 24.26330982944607
13 8 26.12969050858895
13 9 15.44318261500873
13 10 25.78515457275824
13 11 30.28778777774384
13 12 29.5092392033617
13 13 0.0
13 14 8.556096744267755
13 15 12.75586833310266
13 16 24.12216825938429
13 17 15.31520004653235
13 18 21.1876177330951
13 19 15.65748278508019
13 20 30.94634655740842
13 21 29.47551759042467
14 0 23.24057915384308
14 1 11.9073104456229
14 2 29.95296294253832
14 3 4.645232064917838
14 4 28.27165124170809
14 5 26.09988544587565
14 6 28.04812085157307
14 7 32.81940657371383
14 8 17.5735937643212
14 9 9.208244178427144
14 10 19.55021613617665
14 11 21.73169103347609
14 12 21.59314245909395
14 13 8.556096744267755
14 14 0.0
14 15 4.199771588834911
14 16 17.8872298228027
14 17 6.759103302264592
14 18 14.95267929651351
14 19 7.101386040812436
14 20 22.39024981314067
14 21 23.24057915384308
15 0 21.20035074267799
15 1 11.41361945089818
15 2 26.2331913537034
15 3 7.885003653752748
15 4 32.471422830543
15 5 30.29965703471056
15 6 23.84834926273816
15 7 37.01917816254874
15 8 13.37382217548629
15 9 7.648015767262054
15 10 17.50998772501156
15 11 22.33191944464118
15 12 22.99337087025904
15 13 12.75586833310266
15 14 4.199771588834911
15 15 0.0
15 16 15.84700141163761
15 17 2.559331713429681
15 18 12.91245088534841
15 19 3.657684062666487
15 20 18.19047822430576
15 21 21.20035074267799
16 0 5.353349331040382
16 1 8.379919377179798
16 2 41.60019276534101
16 3 13.72199775788486
16 4 41.43772275682462
16 5 42.62595696099219
16 6 36.33535067437577
16 7 37.82547808883037
16 8 18.6608235871239
16 9 8.678985644375556
16 10 2.956287651293187
16 11 38.17892085627879
16 12 38.84037228189665
16 13 24.12216825938429
16 14 17.8872298228027
16 15 15.84700141163761
16 16 0.0
16 17 14.08633312506729
16 18 8.361249188369959
16 19 12.50861586361514
16 20 26.83747963594337
16 21 5.353349331040382
17 0 19.43968245610767
17 1 13.97295116432786
17 2 27.51385964027372
17 3 10.44433536718243
17 4 35.03075454397268
17 5 32.85898874814025
17 6 22.24901754930847
17 7 39.57850987597842
17 8 10.81449046205661
17 9 10.20734748069174
17 10 15.74931943844124
17 11 24.0925877312115
17 12 24.75403915682935
17 13 15.31520004653235
17 14 6.759103302264592
17 15 2.559331713429681
17 16 14.08633312506729
17 17 0.0
17 18 11.1517825987781
17 19 1.577717261452156
17 20 15.63114651087608
17 21 19.43968245610767
18 0 8.287899857329577
18 1 16.74116856554976
18 2 38.66564223905183
18 3 13.21255276840433
18 4 38.59897194519458
18 5 39.69140643470299
18 6 33.40080014808657
18 7 42.34672727720032
18 8 15.7262730608347
18 9 12.97556488191364
18 10 11.31753683966315
18 11 35.24437032998959
18 12 35.90582175560746
18 13 21.1876177330951
18 14 14.95267929651351
18 15 12.91245088534841
18 16 8.361249188369959
18 17 11.1517825987781
18 18 0.0
18 19 9.57406533732594
18 20 23.90292910965417
18 21 8.287899857329577
19 0 17.86196519465552
19 1 14.3152339028757
19 2 29.09157690172588
19 3 10.78661810573027
19 4 35.37303728252053
19 5 33.20127148668809
19 6 23.82673481076063
19 7 39.92079261452627
19 8 10.47220772350876
19 9 10.54963021923958
19 10 14.17160217698909
19 11 25.67030499266366
19 12 26.33175641828151
19 13 15.65748278508019
19 14 7.101386040812436
19 15 3.657684062666487
19 16 12.50861586361514
19 17 1.577717261452156
19 18 9.57406533732594
19 19 0.0
19 20 15.60886377232823
19 21 17.86196519465552
20 0 32.19082896698375
20 1 29.60409767520393
20 2 14.76271312939765
20 3 26.0754818780585
20 4 50.66190105484876
20 5 48.49013525901632
20 6 9.497871038432399
20 7 55.20965638685449
20 8 8.176656048819469
20 9 25.83849399156781
20 10 28.50046594931732
20 11 11.34144122033542
20 12 12.00289264595328
20 13 30.94634655740842
20 14 22.39024981314067
20 15 18.19047822430576
20 16 26.83747963594337
20 17 15.63114651087608
20 18 23.90292910965417
20 19 15.60886377232823
20 20 0.0
20 21 32.19082896698375
21 0 0.0
21 1 0.0
21 2 0.0
21 3 0.0
21 4 0.0
21 5 0.0
21 6 0.0
21 7 0.0
21 8 0.0
21 9 0.0
21 10 0.0
21 11 0.0
21 12 0.0
21 13 0.0
21 14 0.0
21 15 0.0
21 16 0.0
21 17 0.0
21 18 0.0
21 19 0.0
21 20 0.0
21 21 0.0
0 0 0.0
0 1 10.2040744172607
0 2 38.7412442669618
0 3 14.01925710678275
0 4 39.2992928187728
0 5 39.21688179110241
0 6 34.86508391010113
0 7 39.0982207836533
0 8 20.34742366815205
0 9 10.5738164034702
0 10 3.601133915166414
0 11 33.87882454950305
0 12 34.08094098675782
0 13 22.07252136678727
0 14 16.4784848734986
0 15 15.09316089192835
0 16 3.80555807617709
0 17 14.20034600375463
0 18 8.051477635416088
0 19 13.19119687465032
0 20 27.05117963937889
0 21 0.0
1 0 10.2040744172607
1 1 0.0
1 2 36.40175615016668
1 3 6.016265747822521
1 4 29.16064902985985
1 5 29.15145353332629
1 6 32.90029366738428
1 7 28.89449987967405
1 8 19.68784642823073
1 9 3.276028832056271
1 10 6.626831388104828
1 11 30.61551827263586
1 12 30.60382908114014
1 13 12.86356922797147
1 14 9.844380199520815
1 15 10.66841171038691
1 16 7.279508380570898
1 17 11.42272533357584
1 18 12.03206126102519
1 19 11.12541683502319
1 20 25.60703437642642
1 21 10.2040744172607
2 0 38.7412442669618
2 1 36.40175615016668
2 2 0.0
2 3 30.89273312798174
2 4 41.17117980704472
2 5 39.64198534785816
2 6 3.958976233466943
2 7 44.46694753170026
2 8 18.43181270989277
2 9 33.16207559426235
2 10 37.9429313708122
