0.016667 0.016667 0.666667 20 20
20
 0.0  0.0
 13.1  2.0  0 
 4.0  3.9  1 
 0.2  4.5  0 
 9.1  1.1  0 
 17.2  3.5  0 
 4.8  0.9  0 
 0.6  4.8  0 
 5.1  8.9  0 
 9.1  0.5  1 
 1.9  5.3  0 
 11.0  5.1  1 
 0.7  13.2  0 
 8.5  1.6  0 
 5.1  14.3  0 
 1.2  1.4  0 
 8.9  0.9  0 
 4.3  6.8  0 
 4.2  10.7  0 
 0.9  4.7  1 
 4.6  0.0  0 
 0.0  0.0
0 0 0.0
0 1 36.23389452069207
0 2 19.05651764749661
0 3 11.21926499607758
0 4 24.38044022589992
0 5 49.70138236863539
0 6 13.75394607753122
0 7 12.93842690718061
0 8 33.62117674216781
0 9 22.9951014159758
0 10 17.19010940446059
0 11 38.61497528738678
0 12 33.31379041767163
0 13 24.1954508912864
0 14 46.57293894268994
0 15 6.243874034524417
0 16 23.47015800948371
0 17 26.65199564011747
0 18 35.64531381504637
0 19 13.52856747070129
0 20 11.00492115246116
0 21 0.0
1 0 36.23389452069207
1 1 0.0
1 2 26.29737687319545
1 3 37.01462952461448
1 4 11.85345429479214
1 5 13.46748784794332
1 6 22.47994844316084
1 7 36.69232142787268
1 8 35.77507126285988
1 9 13.23879310471626
1 10 34.70400392515266
1 11 12.49891923330529
1 12 56.58768493836371
1 13 12.03844362940566
1 14 48.72683346338201
1 15 29.99002048616765
1 16 12.76373651120835
1 17 32.64589016080954
1 18 42.11920833573843
1 19 35.66532704999077
1 20 25.2289733682309
1 21 36.23389452069207
2 0 19.05651764749661
2 1 26.29737687319545
2 2 0.0
2 3 10.71725265141903
2 4 18.76392257840331
2 5 32.56486472113878
2 6 8.949536274972164
2 7 10.39494455467723
2 8 14.5646590946712
2 9 20.25858376847919
2 10 8.406627051957209
2 11 19.55845763989016
2 12 30.29030806516825
2 13 16.17893324378979
2 14 27.51642129519333
2 15 12.81264361297219
2 16 18.8136403619871
2 17 7.755477992620856
2 18 16.78183146254298
2 19 9.367950176795324
2 20 10.66840350496455
2 21 19.05651764749661
3 0 11.21926499607758
3 1 37.01462952461448
3 2 10.71725265141903
3 3 0.0
3 4 29.48117522982234
3 5 43.28211737255781
3 6 19.6667889263912
3 7 1.719161911103029
3 8 22.40191174609023
3 9 30.97583641989822
3 10 5.970844408383011
3 11 27.39571029130919
3 12 22.09452542159405
3 13 26.89618589520882
3 14 35.35367394661236
3 15 9.896860969398
3 16 29.53089301340612
3 17 15.43273064403989
3 18 24.42604881896878
3 19 2.309302474623708
3 20 21.38565615638358
3 21 11.21926499607758
4 0 24.38044022589992
4 1 11.85345429479214
4 2 18.76392257840331
4 3 29.48117522982234
4 4 0.0
4 5 25.32094214273546
4 6 10.6264941483687
4 7 29.15886713308054
4 8 28.24161696806774
4 9 1.775541641875729
4 10 27.17054963036052
4 11 14.23453506148685
4 12 49.05423064357156
4 13 2.584989334613519
4 14 41.19337916858986
4 15 19.58431426042434
4 16 0.910282216416211
4 17 25.1124358660174
4 18 34.58575404094629
4 19 28.13187275519863
4 20 13.37551907343876
4 21 24.38044022589992
5 0 49.70138236863539
5 1 13.46748784794332
5 2 32.56486472113878
5 3 43.28211737255781
5 4 25.32094214273546
5 5 0.0
5 6 35.94743629110416
5 7 42.95980927581599
5 8 42.0425591108032
5 9 26.70628095265958
5 10 40.97149177309598
5 11 18.76640708124861
5 12 62.85517278630702
5 13 25.50593147734898
5 14 54.99432131132533
5 15 43.45750833411097
5 16 26.23122435915167
5 17 38.91337800875285
5 18 48.38669618368176
5 19 41.93281489793409
5 20 38.69646121617422
5 21 49.70138236863539
6 0 13.75394607753122
6 1 22.47994844316084
6 2 8.949536274972164
6 3 19.6667889263912
6 4 10.6264941483687
6 5 35.94743629110416
6 6 0.0
6 7 19.34448082964939
6 8 19.86723066463659
6 9 11.30904749350703
6 10 17.35616332692937
6 11 24.86102920985555
6 12 39.23984434014042
6 13 10.44150481375518
6 14 32.81899286515872
6 15 9.769927956993195
6 16 10.19621193195249
6 17 15.29804956258625
6 18 24.77136773751515
6 19 18.31748645176749
6 20 2.749024925070055
6 21 13.75394607753122
7 0 12.93842690718061
7 1 36.69232142787268
7 2 10.39494455467723
7 3 1.719161911103029
7 4 29.15886713308054
7 5 42.95980927581599
7 6 19.34448082964939
7 7 0.0
7 8 20.6827498349872
7 9 30.65352832315642
7 10 4.251682497279982
7 11 25.67654838020616
7 12 20.37536351049102
7 13 26.57387779846702
7 14 33.63451203550933
7 15 9.574552872656195
7 16 29.20858491666432
7 17 13.71356873293686
7 18 22.70688690786575
7 19 1.186994377881902
7 20 21.06334805964178
7 21 12.93842690718061
8 0 33.62117674216781
